,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
263,Kadoma,34.7333,135.5833,98.65,52,75,9.22,JP,2022-08-01 01:53:20,broken clouds
264,Martapura,-3.4167,114.85,77.09,94,20,4.61,ID,2022-08-01 01:53:21,light rain
265,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
266,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
267,Great Falls,47.5002,-111.3008,97.99,11,0,6.91,US,2022-08-01 01:50:58,clear sky
268,Praia,14.9215,-23.5087,77.54,73,75,11.5,CV,2022-08-01 01:50:11,broken clouds
269,Yenagoa,4.9247,6.2642,73.29,90,100,5.3,NG,2022-08-01 01:53:22,overcast clouds
270,Manta,-0.95,-80.7333,71.38,83,40,10.36,EC,2022-08-01 01:53:23,scattered clouds
271,Kaitangata,-46.2817,169.8464,49.08,64,100,8.1,NZ,2022-08-01 01:52:40,overcast clouds
272,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
273,Katsuura,35.1333,140.3,87.28,72,92,11.65,JP,2022-08-01 01:53:23,overcast clouds
274,Dubai,25.2582,55.3047,97.09,44,0,6.91,AE,2022-08-01 01:51:56,clear sky
275,Inhambane,-23.865,35.3833,65.66,86,9,5.5,MZ,2022-08-01 01:53:24,clear sky
276,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
277,Ancud,-41.8697,-73.8203,42.22,85,100,1.05,CL,2022-08-01 01:53:25,overcast clouds
278,Taft,31.7471,54.2088,71.55,50,20,4.61,IR,2022-08-01 01:53:25,few clouds
279,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
280,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
281,Komsomolskiy,40.4272,71.7189,79.52,34,22,4.61,UZ,2022-08-01 01:53:27,few clouds
282,Norman Wells,65.282,-126.8329,73.44,46,40,6.91,CA,2022-08-01 01:52:16,scattered clouds
283,Juneau,58.3019,-134.4197,62.6,99,100,3.44,US,2022-08-01 01:53:27,overcast clouds
284,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
285,Ler,8.3018,30.1418,71.28,92,100,4.07,SS,2022-08-01 01:53:28,overcast clouds
286,Saskylakh,71.9167,114.0833,45.73,76,100,9.91,RU,2022-08-01 01:52:54,overcast clouds
287,Kalmunai,7.4167,81.8167,79.9,81,100,4.32,LK,2022-08-01 01:53:29,overcast clouds
288,Norman Wells,65.282,-126.8329,73.44,46,40,6.91,CA,2022-08-01 01:52:16,scattered clouds
289,Vallenar,-28.5708,-70.7581,61.63,60,65,2.73,CL,2022-08-01 01:53:30,broken clouds
290,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
291,Yellowknife,62.456,-114.3525,66.72,42,40,8.05,CA,2022-08-01 01:53:20,scattered clouds
292,Talavera,15.6167,120.9333,84.29,73,100,5.48,PH,2022-08-01 01:53:31,overcast clouds
293,Cidreira,-30.1811,-50.2056,58.41,90,2,9.1,BR,2022-08-01 01:51:36,clear sky
294,Nawashahr,31.1167,76.1333,76.6,94,87,7.16,IN,2022-08-01 01:53:31,overcast clouds
295,Mandalgovi,45.7625,106.2708,76.32,33,97,11.01,MN,2022-08-01 01:50:23,overcast clouds
296,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
297,Meulaboh,4.1363,96.1285,78.71,84,100,4.05,ID,2022-08-01 01:53:32,overcast clouds
298,Bure,10.7,37.0667,56.41,99,100,1.12,ET,2022-08-01 01:53:32,moderate rain
299,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
300,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
301,Vardo,70.3705,31.1107,49.98,100,100,0.0,NO,2022-08-01 01:49:38,fog
302,Avarua,-21.2078,-159.775,77.05,73,75,13.8,CK,2022-08-01 01:50:14,broken clouds
303,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
304,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
305,Evanston,42.0411,-87.6901,79.11,63,1,5.99,US,2022-08-01 01:52:30,clear sky
306,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
307,Mezen,65.8522,44.24,57.34,98,100,4.65,RU,2022-08-01 01:53:35,moderate rain
308,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
309,Ilula,-7.6766,36.0366,57.34,93,31,5.14,TZ,2022-08-01 01:53:35,scattered clouds
310,Constitucion,-35.3333,-72.4167,48.65,89,95,3.98,CL,2022-08-01 01:52:09,overcast clouds
311,Byron Bay,-28.65,153.6167,66.94,77,100,9.42,AU,2022-08-01 01:53:36,overcast clouds
312,Narsaq,60.9167,-46.05,46.17,89,100,4.7,GL,2022-08-01 01:51:51,overcast clouds
313,Marsa Matruh,31.3525,27.2453,77.2,88,0,8.05,EG,2022-08-01 01:53:36,clear sky
314,Portree,57.4129,-6.1942,48.52,90,9,4.97,GB,2022-08-01 01:53:37,clear sky
315,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
316,Khor,47.8861,134.9464,82.22,72,100,6.53,RU,2022-08-01 01:53:37,overcast clouds
317,Barsovo,61.1667,73.1667,57.33,63,4,12.68,RU,2022-08-01 01:53:38,clear sky
318,Dubti,11.7361,41.0853,80.26,64,73,23.15,ET,2022-08-01 01:53:39,broken clouds
319,Auki,-8.7676,160.7034,85.77,65,11,5.21,SB,2022-08-01 01:52:58,few clouds
320,Saldanha,-33.0117,17.9442,50.31,80,0,13.09,ZA,2022-08-01 01:51:51,clear sky
321,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
322,Grindavik,63.8424,-22.4338,51.75,87,20,12.66,IS,2022-08-01 01:49:18,few clouds
323,Puerto Ayora,-0.7393,-90.3518,71.55,92,79,5.99,EC,2022-08-01 01:52:42,broken clouds
324,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
325,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
326,Nautla,20.2167,-96.7833,80.06,75,77,6.44,MX,2022-08-01 01:53:41,broken clouds
327,Mazagao,-0.115,-51.2894,82.45,93,91,3.8,BR,2022-08-01 01:53:41,overcast clouds
328,Provideniya,64.3833,-173.3,48.36,81,0,4.47,RU,2022-08-01 01:53:41,clear sky
329,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
330,Ilulissat,69.2167,-51.1,37.09,85,63,5.26,GL,2022-08-01 01:51:58,broken clouds
331,Deputatskiy,69.3,139.9,68.72,67,100,4.21,RU,2022-08-01 01:53:43,overcast clouds
332,Bone,51.9669,12.1396,67.82,74,97,8.41,DE,2022-08-01 01:53:44,overcast clouds
333,Poroshkovo,48.6683,22.7533,61.02,100,97,3.04,UA,2022-08-01 01:53:44,overcast clouds
334,Voh,-20.9667,164.7,74.53,68,82,6.62,NC,2022-08-01 01:53:44,broken clouds
335,Cayenne,4.9333,-52.3333,83.08,1,69,3.44,GF,2022-08-01 01:50:50,broken clouds
336,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
337,Jaffna,9.6685,80.0074,82.89,80,100,16.78,LK,2022-08-01 01:53:45,overcast clouds
338,Takoradi,4.8845,-1.7554,73.81,84,98,12.66,GH,2022-08-01 01:53:46,overcast clouds
339,San Andres,12.5847,-81.7006,84.22,74,40,10.36,CO,2022-08-01 01:53:46,scattered clouds
340,That Phanom,16.9364,104.7104,78.82,88,100,3.2,TH,2022-08-01 01:53:46,overcast clouds
341,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
342,Oudtshoorn,-33.5907,22.2014,42.44,80,0,2.04,ZA,2022-08-01 01:53:47,clear sky
343,Arraial Do Cabo,-22.9661,-42.0278,68.11,71,0,11.03,BR,2022-08-01 01:52:30,clear sky
344,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
345,Soria,41.6667,-2.6667,62.11,98,0,3.83,ES,2022-08-01 01:53:48,clear sky
346,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
347,Vrangel,42.7297,133.0839,68.95,99,100,14.56,RU,2022-08-01 01:53:49,light rain
348,Hailar,49.2,119.7,75.88,61,20,6.85,CN,2022-08-01 01:53:49,few clouds
349,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
350,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
351,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
352,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
353,Kismayo,-0.3582,42.5454,75.42,80,6,16.02,SO,2022-08-01 01:53:50,clear sky
354,Travesia,15.8667,-87.9,82.69,83,100,11.97,HN,2022-08-01 01:53:51,overcast clouds
355,Sitka,57.0531,-135.33,57.09,94,100,8.05,US,2022-08-01 01:53:51,light intensity drizzle
356,Hilo,19.7297,-155.09,83.28,61,20,14.97,US,2022-08-01 01:51:38,few clouds
357,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
358,Batagay,67.6333,134.6333,81.46,40,100,11.16,RU,2022-08-01 01:53:52,overcast clouds
359,Darab,28.7519,54.5444,79.47,66,100,0.89,IR,2022-08-01 01:53:52,overcast clouds
360,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
361,Morondava,-20.2833,44.2833,69.75,74,1,10.29,MG,2022-08-01 01:51:03,clear sky
362,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
363,Guerrero Negro,27.9769,-114.0611,75.22,65,16,14.2,MX,2022-08-01 01:51:53,few clouds
364,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
365,Ilulissat,69.2167,-51.1,37.09,85,63,5.26,GL,2022-08-01 01:51:58,broken clouds
366,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
367,Nanortalik,60.1432,-45.2371,45.73,95,52,7.54,GL,2022-08-01 01:53:54,broken clouds
368,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
369,Dingle,10.9995,122.6711,84.63,71,100,1.66,PH,2022-08-01 01:49:38,overcast clouds
370,Cherskiy,68.75,161.3,72.23,33,77,17.6,RU,2022-08-01 01:52:04,broken clouds
371,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
372,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
373,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
374,Atar,20.5169,-13.0499,89.67,44,0,11.72,MR,2022-08-01 01:53:56,clear sky
375,Tomatlan,19.9333,-105.25,77.92,84,99,1.54,MX,2022-08-01 01:53:56,overcast clouds
376,Longyearbyen,78.2186,15.6401,49.84,81,40,6.91,SJ,2022-08-01 01:52:41,scattered clouds
377,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
378,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
379,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
380,Vao,-22.6667,167.4833,70.0,77,87,24.63,NC,2022-08-01 01:53:59,overcast clouds
381,San Quintin,30.4833,-115.95,72.43,70,4,8.48,MX,2022-08-01 01:53:59,clear sky
382,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
383,Husavik,66.0449,-17.3389,41.83,95,100,9.26,IS,2022-08-01 01:52:36,overcast clouds
384,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
385,Whitehorse,60.7161,-135.0538,68.02,56,75,3.0,CA,2022-08-01 01:54:00,light intensity shower rain
386,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
387,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
388,Portland,45.5234,-122.6762,99.19,36,20,10.36,US,2022-08-01 01:52:24,few clouds
389,Kavaratti,10.5669,72.642,77.94,86,100,23.64,IN,2022-08-01 01:54:01,overcast clouds
390,Nyakahanga,-1.6033,31.1414,58.75,89,48,2.19,TZ,2022-08-01 01:54:02,light rain
391,Hakkari,37.5833,44.1667,60.78,38,0,3.89,TR,2022-08-01 01:54:02,clear sky
392,Iqaluit,63.7506,-68.5145,46.13,80,75,6.91,CA,2022-08-01 01:54:02,broken clouds
393,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
394,Taguatinga,-12.3857,-46.5711,74.64,23,0,3.13,BR,2022-08-01 01:49:14,clear sky
395,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
396,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
397,Sioux Lookout,50.1001,-91.917,62.67,94,100,8.05,CA,2022-08-01 01:54:04,overcast clouds
398,Ancud,-41.8697,-73.8203,42.22,85,100,1.05,CL,2022-08-01 01:53:25,overcast clouds
399,Charagua,-19.8,-63.2167,64.92,66,37,3.89,BO,2022-08-01 01:54:04,scattered clouds
400,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
401,Huntsville,34.7304,-86.5861,75.56,96,0,7.0,US,2022-08-01 01:53:43,clear sky
402,Ust-Koksa,50.2696,85.6108,61.86,72,100,1.3,RU,2022-08-01 01:54:05,overcast clouds
403,Dennery,13.8996,-60.8879,82.53,83,40,21.85,LC,2022-08-01 01:54:05,scattered clouds
404,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
405,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
406,Wanning,18.8003,110.3967,87.71,66,7,6.17,CN,2022-08-01 01:50:51,clear sky
407,Alta Floresta,-9.8756,-56.0861,75.47,40,23,2.53,BR,2022-08-01 01:54:07,few clouds
408,Atar,20.5169,-13.0499,89.67,44,0,11.72,MR,2022-08-01 01:53:56,clear sky
409,Glyadyanskoye,54.9075,65.0883,64.08,85,10,4.61,RU,2022-08-01 01:54:07,clear sky
410,Goksun,38.021,36.4973,65.44,43,0,6.42,TR,2022-08-01 01:54:08,clear sky
411,Karpogory,64.0019,44.4451,57.22,95,100,3.44,RU,2022-08-01 01:54:08,light rain
412,Warrensburg,38.7628,-93.7361,84.38,78,0,5.75,US,2022-08-01 01:54:09,clear sky
413,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
414,Ouadda,8.0777,22.4007,67.35,99,100,2.44,CF,2022-08-01 01:54:09,light rain
415,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
416,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
417,Da Lat,11.9465,108.4419,68.25,89,100,2.44,VN,2022-08-01 01:54:10,overcast clouds
418,Lagoa,39.05,-27.9833,72.39,75,0,8.97,PT,2022-08-01 01:51:57,clear sky
419,Nikolskoye,59.7035,30.7861,57.79,83,100,4.41,RU,2022-08-01 01:51:52,overcast clouds
420,Antofagasta,-23.65,-70.4,56.48,85,59,5.48,CL,2022-08-01 01:54:11,broken clouds
421,Aykhal,66.0,111.5,54.16,91,100,14.29,RU,2022-08-01 01:54:11,overcast clouds
422,Youhao,47.8667,128.8333,83.73,64,5,5.59,CN,2022-08-01 01:54:12,light rain
423,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
424,Tuktoyaktuk,69.4541,-133.0374,64.4,55,40,4.61,CA,2022-08-01 01:51:38,scattered clouds
425,Mumford,5.2618,-0.759,73.2,87,100,13.65,GH,2022-08-01 01:54:14,light rain
426,Kyra,49.5776,111.9753,74.35,51,31,2.98,RU,2022-08-01 01:54:14,scattered clouds
427,Ballina,-28.8667,153.5667,67.01,84,100,9.33,AU,2022-08-01 01:51:41,overcast clouds
428,New Norfolk,-42.7826,147.0587,53.92,76,54,4.0,AU,2022-08-01 01:51:51,broken clouds
429,Sakakah,29.9697,40.2064,87.37,19,52,2.35,SA,2022-08-01 01:54:15,broken clouds
430,Ostrovnoy,68.0531,39.5131,55.27,79,94,4.88,RU,2022-08-01 01:54:15,overcast clouds
431,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
432,Rio Gallegos,-51.6226,-69.2181,39.25,70,0,12.66,AR,2022-08-01 01:51:37,clear sky
433,Isangel,-19.55,169.2667,80.71,69,40,10.36,VU,2022-08-01 01:54:16,scattered clouds
434,Tongliao,43.6125,122.2653,86.34,59,10,7.92,CN,2022-08-01 01:54:17,clear sky
435,Kalmunai,7.4167,81.8167,79.9,81,100,4.32,LK,2022-08-01 01:53:29,overcast clouds
436,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
437,Parfino,57.9731,31.6481,57.83,68,100,4.09,RU,2022-08-01 01:54:17,overcast clouds
438,Evensk,61.95,159.2333,57.92,69,70,11.48,RU,2022-08-01 01:54:18,broken clouds
439,Huntsville,34.7304,-86.5861,75.56,96,0,7.0,US,2022-08-01 01:53:43,clear sky
440,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
441,Longyearbyen,78.2186,15.6401,49.84,81,40,6.91,SJ,2022-08-01 01:52:41,scattered clouds
442,Pietersburg,-23.9045,29.4688,52.65,82,15,12.66,ZA,2022-08-01 01:54:19,few clouds
443,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
444,Ilulissat,69.2167,-51.1,37.09,85,63,5.26,GL,2022-08-01 01:51:58,broken clouds
445,Pisco,-13.7,-76.2167,60.85,82,100,9.22,PE,2022-08-01 01:49:28,overcast clouds
446,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
447,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
448,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
449,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
450,Shinyanga,-3.6667,33.4333,69.78,59,45,7.56,TZ,2022-08-01 01:54:21,scattered clouds
451,College,64.8569,-147.8028,68.2,75,100,5.75,US,2022-08-01 01:53:42,light rain
452,Saint George,37.1041,-113.5841,87.64,51,0,8.05,US,2022-08-01 01:52:43,clear sky
453,Sovetskiy,61.3614,63.5842,58.01,58,95,6.89,RU,2022-08-01 01:54:22,overcast clouds
454,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
455,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
456,Manavgat,36.7867,31.4431,79.65,60,0,2.24,TR,2022-08-01 01:54:24,clear sky
457,Aksarka,66.5606,67.7975,55.9,67,31,6.44,RU,2022-08-01 01:54:24,scattered clouds
458,Byron Bay,-28.65,153.6167,66.94,77,100,9.42,AU,2022-08-01 01:53:36,overcast clouds
459,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
460,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
461,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
462,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
463,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
464,Cidreira,-30.1811,-50.2056,58.41,90,2,9.1,BR,2022-08-01 01:51:36,clear sky
465,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
466,Esperance,-33.8667,121.9,55.24,51,97,21.41,AU,2022-08-01 01:52:09,overcast clouds
467,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
468,Pelym,61.0108,61.9978,58.68,62,100,5.61,RU,2022-08-01 01:54:27,overcast clouds
469,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
470,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
471,La Ronge,55.1001,-105.2842,70.02,43,40,6.91,CA,2022-08-01 01:54:28,scattered clouds
472,Pella,59.7775,30.8181,57.96,84,100,4.45,RU,2022-08-01 01:54:29,overcast clouds
473,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
474,Bethel,41.3712,-73.414,77.36,69,100,5.12,US,2022-08-01 01:52:15,overcast clouds
475,Iracoubo,5.4802,-53.2011,78.42,86,92,6.33,GF,2022-08-01 01:54:29,overcast clouds
476,Khasan,42.4308,130.6434,73.2,97,100,5.32,RU,2022-08-01 01:52:47,moderate rain
477,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
478,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
479,East London,-33.0153,27.9116,53.49,62,0,6.76,ZA,2022-08-01 01:51:54,clear sky
480,Blackwater,-23.5833,148.8833,71.51,51,59,8.03,AU,2022-08-01 01:54:31,broken clouds
481,Avarua,-21.2078,-159.775,77.05,73,75,13.8,CK,2022-08-01 01:50:14,broken clouds
482,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
483,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
484,Edgewater,28.9889,-80.9023,83.01,83,1,8.93,US,2022-08-01 01:54:01,clear sky
485,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
486,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
487,Khatanga,71.9667,102.5,48.58,63,66,11.95,RU,2022-08-01 01:52:16,broken clouds
488,Labuan,5.2767,115.2417,80.96,83,20,2.3,MY,2022-08-01 01:54:32,few clouds
489,Hilo,19.7297,-155.09,83.28,61,20,14.97,US,2022-08-01 01:51:38,few clouds
490,Chuy,-33.6971,-53.4616,47.03,84,51,5.14,UY,2022-08-01 01:52:46,broken clouds
491,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
492,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
493,Atar,20.5169,-13.0499,89.67,44,0,11.72,MR,2022-08-01 01:53:56,clear sky
494,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
495,Longyearbyen,78.2186,15.6401,49.84,81,40,6.91,SJ,2022-08-01 01:52:41,scattered clouds
496,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
497,Longyan,25.1072,117.0225,90.7,55,32,1.63,CN,2022-08-01 01:54:34,scattered clouds
498,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
499,Marquette,46.5333,-87.6335,74.64,56,61,8.9,US,2022-08-01 01:54:35,broken clouds
500,Lashio,22.9333,97.75,71.29,98,100,1.19,MM,2022-08-01 01:54:36,overcast clouds
501,Alexandria,31.2156,29.9553,78.76,83,0,9.22,EG,2022-08-01 01:54:36,clear sky
502,Spasskoye,44.6108,132.7969,78.53,78,100,1.7,RU,2022-08-01 01:54:37,overcast clouds
503,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
504,Zagorje Ob Savi,46.1318,14.9969,65.53,79,7,3.22,SI,2022-08-01 01:54:37,clear sky
505,Thompson,55.7435,-97.8558,57.36,94,75,2.3,CA,2022-08-01 01:51:52,broken clouds
506,Eston,51.1501,-108.7514,69.93,55,34,7.27,CA,2022-08-01 01:54:38,scattered clouds
507,Yellowknife,62.456,-114.3525,66.72,42,40,8.05,CA,2022-08-01 01:53:20,scattered clouds
508,Tual,-5.6667,132.75,79.56,84,100,17.49,ID,2022-08-01 01:54:39,overcast clouds
509,Mandan,46.8267,-100.8896,74.37,66,0,5.75,US,2022-08-01 01:54:39,clear sky
510,Malakal,9.5334,31.6605,71.2,95,100,4.25,SS,2022-08-01 01:54:39,light rain
511,Alofi,-19.0595,-169.9187,80.49,74,3,13.8,NU,2022-08-01 01:54:40,clear sky
512,Tura,25.5198,90.2201,74.1,98,100,5.44,IN,2022-08-01 01:54:40,light rain
513,Krasnoye,49.9145,24.6134,59.02,97,100,5.7,UA,2022-08-01 01:54:41,overcast clouds
514,Jieshou,33.2634,115.3611,87.58,68,0,3.18,CN,2022-08-01 01:54:42,clear sky
515,Buluang,13.3068,123.3425,85.77,69,100,3.85,PH,2022-08-01 01:54:43,overcast clouds
516,Fortuna,40.5982,-124.1573,64.98,83,0,14.97,US,2022-08-01 01:54:43,clear sky
517,Codrington,-38.2667,141.9667,53.62,79,88,17.87,AU,2022-08-01 01:54:44,overcast clouds
518,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
519,Yellowknife,62.456,-114.3525,66.72,42,40,8.05,CA,2022-08-01 01:53:20,scattered clouds
520,Provideniya,64.3833,-173.3,48.36,81,0,4.47,RU,2022-08-01 01:53:41,clear sky
521,Serenje,-13.2325,30.2352,52.81,57,0,7.29,ZM,2022-08-01 01:54:44,clear sky
522,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
523,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
524,Bambous Virieux,-20.3428,57.7575,68.25,88,75,11.5,MU,2022-08-01 01:54:45,broken clouds
525,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
526,Sibolga,1.7427,98.7792,81.55,76,100,0.27,ID,2022-08-01 01:54:46,moderate rain
527,Empangeni,-28.762,31.8933,57.85,73,100,6.15,ZA,2022-08-01 01:54:46,overcast clouds
